Séance,Instrument,Ticker,Ouverture,Dernier_Cours,+haut_du_jour,+bas du jour,Nombre_de_titres_échangés,Volume_des_échanges,Nombre_de_transactions,Capitalisation
19/11/2024,ATTIJARIWAFA BANK,ATW,"579,00","584,00","590,00","578,00",66 628,"38 784 900,20",101,"125 642 249 976,00"
15/11/2024,ATTIJARIWAFA BANK,ATW,"567,20","578,00","578,00","567,20",76 278,"43 665 328,20",115,"124 351 404 942,00"
14/11/2024,ATTIJARIWAFA BANK,ATW,"569,90","569,70","569,90","565,00",26 187,"14 896 191,70",38,"122 565 735 978,30"
13/11/2024,ATTIJARIWAFA BANK,ATW,"571,00","568,10","571,00","567,10",13 299,"7 573 428,40",33,"122 221 510 635,90"
12/11/2024,ATTIJARIWAFA BANK,ATW,"567,10","570,00","574,00","567,10",34 538,"19 700 727,50",94,"122 630 278 230,00"
11/11/2024,ATTIJARIWAFA BANK,ATW,"570,00","570,00","571,90","566,00",46 543,"26 473 104,70",82,"122 630 278 230,00"
08/11/2024,ATTIJARIWAFA BANK,ATW,"565,00","570,10","570,10","565,00",144 277,"81 920 317,70",159,"122 651 792 313,90"
07/11/2024,ATTIJARIWAFA BANK,ATW,"548,00","565,00","570,00","547,50",73 812,"41 419 473,10",166,"121 554 574 035,00"
05/11/2024,ATTIJARIWAFA BANK,ATW,"547,90","546,80","548,00","541,30",17 206,"9 400 928,80",44,"117 639 010 765,20"
04/11/2024,ATTIJARIWAFA BANK,ATW,"548,00","548,00","548,00","541,00",16 041,"8 766 801,90",69,"117 897 179 772,00"
01/11/2024,ATTIJARIWAFA BANK,ATW,"544,00","549,90","549,90","540,10",59 215,"32 373 387,10",71,"118 305 947 366,10"
31/10/2024,ATTIJARIWAFA BANK,ATW,"541,00","541,10","542,10","539,00",36 748,"19 879 227,90",30,"116 412 707 982,90"
30/10/2024,ATTIJARIWAFA BANK,ATW,"541,00","542,10","548,00","541,00",6 145,"3 341 093,10",26,"116 627 848 821,90"
29/10/2024,ATTIJARIWAFA BANK,ATW,"540,10","545,00","545,00","540,10",16 655,"9 059 629,00",41,"117 251 757 255,00"
28/10/2024,ATTIJARIWAFA BANK,ATW,"545,00","545,00","547,50","538,00",84 831,"45 971 106,90",49,"117 251 757 255,00"
25/10/2024,ATTIJARIWAFA BANK,ATW,"539,00","545,00","545,00","539,00",104 034,"56 649 033,20",47,"117 251 757 255,00"
24/10/2024,ATTIJARIWAFA BANK,ATW,"543,90","540,00","543,90","538,00",38 066,"20 563 420,90",31,"116 176 053 060,00"
23/10/2024,ATTIJARIWAFA BANK,ATW,"535,00","536,00","538,80","534,00",16 924,"9 072 589,20",44,"115 315 489 704,00"
22/10/2024,ATTIJARIWAFA BANK,ATW,"534,10","538,90","539,00","534,10",658,"352 559,60",18,"115 939 398 137,10"
21/10/2024,ATTIJARIWAFA BANK,ATW,"534,00","538,00","538,00","534,00",6 056,"3 253 036,50",20,"115 745 771 382,00"
18/10/2024,ATTIJARIWAFA BANK,ATW,"543,00","538,00","543,00","530,10",17 441,"9 402 581,40",49,"115 745 771 382,00"
17/10/2024,ATTIJARIWAFA BANK,ATW,"534,00","539,90","543,00","534,00",18 705,"10 056 213,10",59,"116 154 538 976,10"
16/10/2024,ATTIJARIWAFA BANK,ATW,"534,00","533,00","536,90","530,30",36 240,"19 324 632,20",69,"114 670 067 187,00"
15/10/2024,ATTIJARIWAFA BANK,ATW,"534,00","536,00","538,00","534,00",30 309,"16 191 518,30",68,"115 315 489 704,00"
14/10/2024,ATTIJARIWAFA BANK,ATW,"538,00","535,00","538,00","531,00",4 389,"2 348 327,00",27,"115 100 348 865,00"
11/10/2024,ATTIJARIWAFA BANK,ATW,"533,00","538,00","538,00","533,00",62 083,"33 256 287,50",35,"115 745 771 382,00"
10/10/2024,ATTIJARIWAFA BANK,ATW,"532,80","535,00","540,00","532,80",9 289,"4 968 397,60",36,"115 100 348 865,00"
09/10/2024,ATTIJARIWAFA BANK,ATW,"525,00","540,00","540,00","525,00",31 011,"16 594 298,30",67,"116 176 053 060,00"
08/10/2024,ATTIJARIWAFA BANK,ATW,"531,00","525,00","531,00","524,00",70 663,"37 111 755,70",120,"112 948 940 475,00"
07/10/2024,ATTIJARIWAFA BANK,ATW,"538,00","530,00","539,00","530,00",45 790,"24 442 357,80",56,"114 024 644 670,00"
04/10/2024,ATTIJARIWAFA BANK,ATW,"537,00","538,00","540,00","536,10",20 196,"10 847 353,50",39,"115 745 771 382,00"
03/10/2024,ATTIJARIWAFA BANK,ATW,"533,20","537,00","540,00","533,20",29 077,"15 636 557,60",49,"115 530 630 543,00"
02/10/2024,ATTIJARIWAFA BANK,ATW,"544,00","537,00","544,00","535,00",91 001,"49 031 240,60",78,"115 530 630 543,00"
01/10/2024,ATTIJARIWAFA BANK,ATW,"550,00","544,00","550,00","541,00",37 648,"20 483 765,10",38,"117 036 616 416,00"
30/09/2024,ATTIJARIWAFA BANK,ATW,"548,00","543,00","555,00","542,10",34 251,"18 651 497,20",86,"116 821 475 577,00"
27/09/2024,ATTIJARIWAFA BANK,ATW,"546,00","555,00","555,00","545,20",154 888,"85 483 912,50",90,"119 403 165 645,00"
26/09/2024,ATTIJARIWAFA BANK,ATW,"548,00","550,00","550,00","546,00",25 732,"14 129 612,80",60,"118 327 461 450,00"
25/09/2024,ATTIJARIWAFA BANK,ATW,"547,00","550,00","558,90","547,00",218 367,"120 119 820,70",85,"118 327 461 450,00"
24/09/2024,ATTIJARIWAFA BANK,ATW,"555,00","546,90","564,90","546,00",181 993,"100 631 931,70",200,"117 660 524 849,10"
23/09/2024,ATTIJARIWAFA BANK,ATW,"546,10","549,70","550,00","546,10",19 806,"10 875 600,70",46,"118 262 919 198,30"
20/09/2024,ATTIJARIWAFA BANK,ATW,"553,00","549,70","554,90","547,00",51 560,"28 356 446,30",48,"118 262 919 198,30"
19/09/2024,ATTIJARIWAFA BANK,ATW,"545,00","549,50","550,00","545,00",97 885,"53 444 387,80",99,"118 219 891 030,50"
18/09/2024,ATTIJARIWAFA BANK,ATW,"539,00","540,20","540,20","535,10",50 120,"27 037 368,10",50,"116 219 081 227,80"
13/09/2024,ATTIJARIWAFA BANK,ATW,"533,60","539,50","539,50","532,40",74 471,"40 039 170,70",52,"116 068 482 640,50"
12/09/2024,ATTIJARIWAFA BANK,ATW,"538,00","534,00","538,00","532,60",24 413,"13 036 684,50",46,"114 885 208 026,00"
11/09/2024,ATTIJARIWAFA BANK,ATW,"536,90","534,00","536,90","531,00",43 902,"23 443 741,00",54,"114 885 208 026,00"
10/09/2024,ATTIJARIWAFA BANK,ATW,"535,30","536,00","538,80","535,30",30 530,"16 363 641,30",36,"115 315 489 704,00"
09/09/2024,ATTIJARIWAFA BANK,ATW,"538,00","536,90","539,90","535,10",13 911,"7 468 011,80",71,"115 509 116 459,10"
06/09/2024,ATTIJARIWAFA BANK,ATW,"539,70","538,20","541,00","535,10",44 936,"24 186 637,30",56,"115 788 799 549,80"
05/09/2024,ATTIJARIWAFA BANK,ATW,"535,00","536,10","540,00","534,20",39 702,"21 314 794,80",54,"115 337 003 787,90"
04/09/2024,ATTIJARIWAFA BANK,ATW,"541,00","535,50","541,00","535,00",4 316,"2 312 586,00",49,"115 207 919 284,50"
03/09/2024,ATTIJARIWAFA BANK,ATW,"539,00","538,00","544,80","537,60",55 365,"29 829 292,50",57,"115 745 771 382,00"
02/09/2024,ATTIJARIWAFA BANK,ATW,"544,90","540,00","544,90","537,00",15 525,"8 382 973,50",43,"116 176 053 060,00"
30/08/2024,ATTIJARIWAFA BANK,ATW,"537,00","544,80","545,00","537,00",59 305,"32 257 859,80",83,"117 208 729 087,20"
29/08/2024,ATTIJARIWAFA BANK,ATW,"537,00","537,00","539,90","537,00",428 185,"230 295 052,90",97,"115 530 630 543,00"
28/08/2024,ATTIJARIWAFA BANK,ATW,"541,90","535,00","541,90","535,00",27 050,"14 487 542,30",62,"115 100 348 865,00"
27/08/2024,ATTIJARIWAFA BANK,ATW,"540,40","535,00","544,00","535,00",77 829,"41 947 277,70",128,"115 100 348 865,00"
26/08/2024,ATTIJARIWAFA BANK,ATW,"543,00","541,60","546,90","541,60",6 754,"3 660 984,20",58,"116 520 278 402,40"
23/08/2024,ATTIJARIWAFA BANK,ATW,"544,00","544,00","547,00","544,00",19 169,"10 432 637,40",47,"117 036 616 416,00"
22/08/2024,ATTIJARIWAFA BANK,ATW,"543,20","543,30","548,00","543,20",25 943,"14 123 876,30",48,"116 886 017 828,70"
19/08/2024,ATTIJARIWAFA BANK,ATW,"548,00","543,20","548,00","542,00",23 110,"12 536 447,20",36,"116 864 503 744,80"
16/08/2024,ATTIJARIWAFA BANK,ATW,"539,20","541,40","544,90","539,20",20 377,"11 029 191,70",40,"116 477 250 234,60"
15/08/2024,ATTIJARIWAFA BANK,ATW,"539,00","544,40","544,40","538,10",21 212,"11 471 403,40",29,"117 122 672 751,60"
13/08/2024,ATTIJARIWAFA BANK,ATW,"538,50","540,00","543,00","538,30",24 191,"13 072 118,10",37,"116 176 053 060,00"
12/08/2024,ATTIJARIWAFA BANK,ATW,"538,00","540,00","546,00","538,00",19 305,"10 422 427,90",46,"116 176 053 060,00"
09/08/2024,ATTIJARIWAFA BANK,ATW,"537,10","541,00","541,50","537,10",36 241,"19 550 061,80",38,"116 391 193 899,00"
08/08/2024,ATTIJARIWAFA BANK,ATW,"541,20","537,00","542,00","537,00",18 470,"9 992 885,30",31,"115 530 630 543,00"
07/08/2024,ATTIJARIWAFA BANK,ATW,"545,00","541,10","545,00","540,10",21 997,"11 899 492,40",53,"116 412 707 982,90"
06/08/2024,ATTIJARIWAFA BANK,ATW,"534,20","545,00","545,00","534,20",63 652,"34 440 775,40",73,"117 251 757 255,00"
05/08/2024,ATTIJARIWAFA BANK,ATW,"547,60","535,50","553,00","532,00",72 103,"38 812 461,40",130,"115 207 919 284,50"
02/08/2024,ATTIJARIWAFA BANK,ATW,"547,00","554,10","557,00","546,00",117 724,"65 110 561,40",62,"119 209 538 889,90"
01/08/2024,ATTIJARIWAFA BANK,ATW,"546,10","554,00","555,00","546,00",14 130,"7 774 672,60",50,"119 188 024 806,00"
31/07/2024,ATTIJARIWAFA BANK,ATW,"554,00","555,00","575,00","551,30",38 036,"21 161 065,50",113,"119 403 165 645,00"
29/07/2024,ATTIJARIWAFA BANK,ATW,"545,00","555,00","555,00","540,00",24 093,"13 233 023,00",119,"119 403 165 645,00"
26/07/2024,ATTIJARIWAFA BANK,ATW,"530,00","540,00","543,00","530,00",127 055,"68 496 854,40",193,"116 176 053 060,00"
25/07/2024,ATTIJARIWAFA BANK,ATW,"520,50","529,00","529,00","505,00",49 135,"25 812 522,90",95,"113 809 503 831,00"
24/07/2024,ATTIJARIWAFA BANK,ATW,"521,20","523,00","528,00","520,00",31 225,"16 404 693,10",51,"112 518 658 797,00"
23/07/2024,ATTIJARIWAFA BANK,ATW,"520,00","520,50","525,00","519,20",17 502,"9 111 609,60",84,"111 980 806 699,50"
22/07/2024,ATTIJARIWAFA BANK,ATW,"523,00","520,20","526,00","520,10",6 789,"3 535 905,00",47,"111 916 264 447,80"
19/07/2024,ATTIJARIWAFA BANK,ATW,"521,00","527,80","530,00","521,00",54 903,"28 842 259,20",73,"113 551 334 824,20"
18/07/2024,ATTIJARIWAFA BANK,ATW,"515,00","523,10","527,00","515,00",10 686,"5 588 452,90",45,"112 540 172 880,90"
17/07/2024,ATTIJARIWAFA BANK,ATW,"515,00","523,00","523,00","515,00",191 166,"99 200 854,60",75,"112 518 658 797,00"
16/07/2024,ATTIJARIWAFA BANK,ATW,"513,10","515,00","518,00","513,10",29 814,"15 349 393,40",34,"110 797 532 085,00"
15/07/2024,ATTIJARIWAFA BANK,ATW,"511,00","515,00","519,00","510,20",2 613,"1 342 630,50",18,"110 797 532 085,00"
12/07/2024,ATTIJARIWAFA BANK,ATW,"506,00","519,70","519,70","506,00",40 153,"20 701 258,00",64,"111 808 694 028,30"
11/07/2024,ATTIJARIWAFA BANK,ATW,"517,50","513,00","517,60","510,00",10 213,"5 239 415,40",29,"110 367 250 407,00"
10/07/2024,ATTIJARIWAFA BANK,ATW,"525,40","512,10","525,40","511,10",50 691,"26 130 884,50",60,"110 173 623 651,90"
09/07/2024,ATTIJARIWAFA BANK,ATW,"530,00","532,00","532,00","526,00",29 017,"15 363 985,30",52,"114 454 926 348,00"
08/07/2024,ATTIJARIWAFA BANK,ATW,"521,00","526,00","526,00","520,40",4 901,"2 560 202,20",34,"113 164 081 314,00"
05/07/2024,ATTIJARIWAFA BANK,ATW,"518,00","525,10","525,10","518,00",50 678,"26 402 602,80",70,"112 970 454 558,90"
04/07/2024,ATTIJARIWAFA BANK,ATW,"512,20","524,00","525,00","512,20",46 526,"24 341 660,10",63,"112 733 799 636,00"
03/07/2024,ATTIJARIWAFA BANK,ATW,"511,10","515,10","515,10","511,10",33 713,"17 331 354,10",46,"110 819 046 168,90"
02/07/2024,ATTIJARIWAFA BANK,ATW,"513,00","513,00","514,00","512,00",20 325,"10 426 260,40",41,"110 367 250 407,00"
01/07/2024,ATTIJARIWAFA BANK,ATW,"511,50","515,00","515,50","511,50",16 252,"8 351 606,00",31,"110 797 532 085,00"
28/06/2024,ATTIJARIWAFA BANK,ATW,"514,90","515,50","515,50","512,00",21 849,"11 250 272,10",34,"110 905 102 504,50"
27/06/2024,ATTIJARIWAFA BANK,ATW,"515,00","515,00","516,00","511,30",11 904,"6 129 800,10",21,"110 797 532 085,00"
26/06/2024,ATTIJARIWAFA BANK,ATW,"519,00","518,00","519,00","515,00",23 607,"12 225 998,40",29,"111 442 954 602,00"
25/06/2024,ATTIJARIWAFA BANK,ATW,"509,00","518,20","526,00","508,30",60 302,"31 278 136,70",103,"111 485 982 769,80"
24/06/2024,ATTIJARIWAFA BANK,ATW,"508,50","510,00","510,00","508,50",32 813,"16 734 497,00",33,"109 721 827 890,00"
21/06/2024,ATTIJARIWAFA BANK,ATW,"508,30","510,00","510,00","508,30",14 452,"7 368 454,80",14,"109 721 827 890,00"
20/06/2024,ATTIJARIWAFA BANK,ATW,"509,10","509,20","509,20","508,30",55 353,"28 185 375,20",51,"109 549 715 218,80"
19/06/2024,ATTIJARIWAFA BANK,ATW,"510,00","509,20","512,00","508,70",32 886,"16 762 079,20",40,"109 549 715 218,80"
14/06/2024,ATTIJARIWAFA BANK,ATW,"508,90","509,00","510,00","508,30",47 520,"24 213 934,40",36,"109 506 687 051,00"
13/06/2024,ATTIJARIWAFA BANK,ATW,"508,50","508,90","509,50","508,00",40 059,"20 401 952,80",52,"109 485 172 967,10"
12/06/2024,ATTIJARIWAFA BANK,ATW,"510,00","508,50","510,00","508,00",14 598,"7 443 771,60",28,"109 399 116 631,50"
11/06/2024,ATTIJARIWAFA BANK,ATW,"509,00","509,00","515,00","508,30",29 777,"15 157 166,40",38,"109 506 687 051,00"
10/06/2024,ATTIJARIWAFA BANK,ATW,"515,00","509,00","515,00","508,20",41 778,"21 290 268,80",40,"109 506 687 051,00"
07/06/2024,ATTIJARIWAFA BANK,ATW,"515,00","511,10","515,00","508,10",36 412,"18 660 498,20",40,"109 958 482 812,90"
06/06/2024,ATTIJARIWAFA BANK,ATW,"511,00","512,20","512,20","510,00",18 581,"9 505 589,90",37,"110 195 137 735,80"
05/06/2024,ATTIJARIWAFA BANK,ATW,"510,00","511,00","512,00","509,00",24 287,"12 409 227,00",22,"109 936 968 729,00"
04/06/2024,ATTIJARIWAFA BANK,ATW,"516,00","512,00","516,00","512,00",96 995,"49 794 524,00",68,"110 152 109 568,00"
03/06/2024,ATTIJARIWAFA BANK,ATW,"511,00","515,00","518,00","511,00",54 358,"27 982 678,60",55,"110 797 532 085,00"
31/05/2024,ATTIJARIWAFA BANK,ATW,"513,00","515,00","516,90","510,00",125 540,"64 570 497,20",60,"110 797 532 085,00"
30/05/2024,ATTIJARIWAFA BANK,ATW,"519,00","512,00","519,00","512,00",17 024,"8 736 517,00",46,"110 152 109 568,00"
29/05/2024,ATTIJARIWAFA BANK,ATW,"507,10","515,50","522,00","507,10",159 392,"82 432 992,10",126,"110 905 102 504,50"
28/05/2024,ATTIJARIWAFA BANK,ATW,"508,00","514,00","515,00","506,90",69 813,"35 460 749,90",37,"110 582 391 246,00"
27/05/2024,ATTIJARIWAFA BANK,ATW,"508,00","506,90","510,00","506,10",21 502,"10 904 464,50",62,"109 054 891 289,10"
24/05/2024,ATTIJARIWAFA BANK,ATW,"510,00","508,10","514,00","508,10",25 574,"13 031 977,70",34,"109 313 060 295,90"
23/05/2024,ATTIJARIWAFA BANK,ATW,"514,00","510,50","519,00","510,00",5 846,"3 003 886,00",31,"109 829 398 309,50"
22/05/2024,ATTIJARIWAFA BANK,ATW,"508,00","514,90","514,90","508,00",70 370,"35 940 099,80",50,"110 776 018 001,10"
21/05/2024,ATTIJARIWAFA BANK,ATW,"510,00","507,80","510,00","506,50",77 870,"39 534 615,20",25,"109 248 518 044,20"
20/05/2024,ATTIJARIWAFA BANK,ATW,"506,10","507,70","510,00","506,10",46 720,"23 735 393,30",40,"109 227 003 960,30"
17/05/2024,ATTIJARIWAFA BANK,ATW,"509,50","508,50","509,50","508,50",15 403,"7 832 935,30",31,"109 399 116 631,50"
16/05/2024,ATTIJARIWAFA BANK,ATW,"508,30","508,40","512,00","508,20",43 970,"22 415 467,80",42,"109 377 602 547,60"
15/05/2024,ATTIJARIWAFA BANK,ATW,"510,20","510,00","510,60","510,00",55 645,"28 405 407,40",23,"109 721 827 890,00"
14/05/2024,ATTIJARIWAFA BANK,ATW,"513,80","513,00","514,00","508,20",24 775,"12 696 844,70",29,"110 367 250 407,00"
13/05/2024,ATTIJARIWAFA BANK,ATW,"515,00","513,80","515,00","513,00",27 782,"14 263 143,60",23,"110 539 363 078,20"
10/05/2024,ATTIJARIWAFA BANK,ATW,"517,40","513,00","519,90","513,00",30 351,"15 653 469,20",100,"110 367 250 407,00"
09/05/2024,ATTIJARIWAFA BANK,ATW,"510,20","517,70","519,00","510,20",29 298,"15 057 714,60",95,"111 378 412 350,30"
08/05/2024,ATTIJARIWAFA BANK,ATW,"510,00","512,10","513,00","510,00",58 393,"29 887 604,10",67,"110 173 623 651,90"
07/05/2024,ATTIJARIWAFA BANK,ATW,"502,00","509,60","509,60","502,00",57 266,"29 071 166,20",56,"109 635 771 554,40"
06/05/2024,ATTIJARIWAFA BANK,ATW,"503,00","505,00","508,00","503,00",8 812,"4 448 310,60",21,"108 646 123 695,00"
03/05/2024,ATTIJARIWAFA BANK,ATW,"505,00","508,90","508,90","501,10",21 936,"11 157 341,90",28,"109 485 172 967,10"
02/05/2024,ATTIJARIWAFA BANK,ATW,"504,90","501,90","504,90","501,70",30 003,"15 058 571,20",35,"107 979 187 094,10"
30/04/2024,ATTIJARIWAFA BANK,ATW,"499,40","501,60","505,00","499,40",99 096,"49 804 251,60",47,"107 914 644 842,40"
29/04/2024,ATTIJARIWAFA BANK,ATW,"507,00","502,00","507,00","498,60",8 822,"4 428 773,80",26,"108 000 701 178,00"
26/04/2024,ATTIJARIWAFA BANK,ATW,"504,00","505,00","507,00","497,00",95 963,"48 414 795,85",49,"108 646 123 695,00"
25/04/2024,ATTIJARIWAFA BANK,ATW,"503,90","503,00","503,90","498,10",27 183,"13 645 893,70",30,"108 215 842 017,00"
24/04/2024,ATTIJARIWAFA BANK,ATW,"500,00","502,00","502,90","497,00",10 984,"5 501 802,30",43,"108 000 701 178,00"
23/04/2024,ATTIJARIWAFA BANK,ATW,"503,10","500,60","503,10","500,00",59 647,"29 863 472,40",65,"107 699 504 003,40"
22/04/2024,ATTIJARIWAFA BANK,ATW,"505,00","504,00","505,00","504,00",30 530,"15 411 898,30",48,"108 430 982 856,00"
19/04/2024,ATTIJARIWAFA BANK,ATW,"505,00","505,00","506,00","504,00",46 465,"23 492 183,00",37,"108 646 123 695,00"
18/04/2024,ATTIJARIWAFA BANK,ATW,"506,00","506,00","509,40","504,00",103 804,"52 581 367,90",76,"108 861 264 534,00"
17/04/2024,ATTIJARIWAFA BANK,ATW,"505,00","506,10","506,10","505,00",24 618,"12 442 474,20",55,"108 882 778 617,90"
16/04/2024,ATTIJARIWAFA BANK,ATW,"505,70","505,10","507,00","505,00",22 626,"11 442 865,50",81,"108 667 637 778,90"
15/04/2024,ATTIJARIWAFA BANK,ATW,"509,00","505,70","509,00","505,00",39 972,"20 223 554,50",62,"108 796 722 282,30"
09/04/2024,ATTIJARIWAFA BANK,ATW,"507,00","509,00","512,00","505,00",48 618,"24 729 194,50",91,"109 506 687 051,00"
08/04/2024,ATTIJARIWAFA BANK,ATW,"505,00","507,00","509,00","505,00",20 318,"10 267 203,90",61,"109 076 405 373,00"
05/04/2024,ATTIJARIWAFA BANK,ATW,"504,10","505,00","507,00","504,10",18 723,"9 454 576,90",25,"108 646 123 695,00"
04/04/2024,ATTIJARIWAFA BANK,ATW,"505,00","507,00","507,00","504,10",9 880,"5 004 811,80",23,"109 076 405 373,00"
03/04/2024,ATTIJARIWAFA BANK,ATW,"504,10","507,40","509,90","504,00",28 285,"14 343 845,70",75,"109 162 461 708,60"
02/04/2024,ATTIJARIWAFA BANK,ATW,"505,00","504,10","505,00","501,20",17 203,"8 654 014,70",34,"108 452 496 939,90"
01/04/2024,ATTIJARIWAFA BANK,ATW,"505,00","504,00","507,00","504,00",22 297,"11 267 658,80",42,"108 430 982 856,00"
29/03/2024,ATTIJARIWAFA BANK,ATW,"504,10","507,90","507,90","504,10",34 590,"17 534 991,90",34,"109 270 032 128,10"
28/03/2024,ATTIJARIWAFA BANK,ATW,"504,00","508,00","508,00","504,00",8 613,"4 367 819,30",27,"109 291 546 212,00"
27/03/2024,ATTIJARIWAFA BANK,ATW,"502,30","506,90","507,00","502,30",44 583,"22 560 369,10",38,"109 054 891 289,10"
26/03/2024,ATTIJARIWAFA BANK,ATW,"502,50","503,50","503,50","502,00",5 744,"2 887 008,90",26,"108 323 412 436,50"
25/03/2024,ATTIJARIWAFA BANK,ATW,"504,00","502,00","505,00","500,20",8 460,"4 243 787,00",29,"108 000 701 178,00"
22/03/2024,ATTIJARIWAFA BANK,ATW,"504,10","504,70","505,50","504,10",30 239,"15 272 520,30",33,"108 581 581 443,30"
21/03/2024,ATTIJARIWAFA BANK,ATW,"503,50","504,60","507,00","503,50",5 038,"2 540 952,90",22,"108 560 067 359,40"
20/03/2024,ATTIJARIWAFA BANK,ATW,"503,00","503,60","506,90","503,00",2 526,"1 271 265,20",26,"108 344 926 520,40"
19/03/2024,ATTIJARIWAFA BANK,ATW,"507,60","507,00","509,00","495,10",38 276,"19 388 702,80",45,"109 076 405 373,00"
18/03/2024,ATTIJARIWAFA BANK,ATW,"506,60","510,00","514,00","506,60",80 941,"41 434 252,50",83,"109 721 827 890,00"
15/03/2024,ATTIJARIWAFA BANK,ATW,"508,80","514,00","514,00","507,20",39 442,"20 152 335,50",106,"110 582 391 246,00"
14/03/2024,ATTIJARIWAFA BANK,ATW,"501,30","507,00","507,90","501,30",30 215,"15 251 286,30",50,"109 076 405 373,00"
13/03/2024,ATTIJARIWAFA BANK,ATW,"493,10","501,10","501,10","493,10",44 661,"22 246 187,90",65,"107 807 074 422,90"
12/03/2024,ATTIJARIWAFA BANK,ATW,"492,00","493,00","495,00","492,00",7 267,"3 576 427,40",28,"106 064 433 627,00"
11/03/2024,ATTIJARIWAFA BANK,ATW,"495,10","492,00","495,10","490,00",8 214,"4 038 011,90",67,"105 849 292 788,00"
08/03/2024,ATTIJARIWAFA BANK,ATW,"492,20","495,00","495,00","492,20",28 510,"14 098 472,05",48,"106 494 715 305,00"
07/03/2024,ATTIJARIWAFA BANK,ATW,"497,00","492,40","497,00","492,00",10 317,"5 091 683,05",50,"105 935 349 123,60"
06/03/2024,ATTIJARIWAFA BANK,ATW,"497,15","497,00","500,00","495,10",28 113,"14 005 268,15",75,"106 924 996 983,00"
05/03/2024,ATTIJARIWAFA BANK,ATW,"500,00","500,00","503,00","496,00",35 983,"18 024 504,90",87,"107 570 419 500,00"
04/03/2024,ATTIJARIWAFA BANK,ATW,"502,30","500,00","503,00","497,20",5 168,"2 585 245,10",50,"107 570 419 500,00"
01/03/2024,ATTIJARIWAFA BANK,ATW,"508,00","504,50","512,90","502,50",42 174,"21 314 695,30",94,"108 538 553 275,50"
29/02/2024,ATTIJARIWAFA BANK,ATW,"511,50","505,00","515,00","505,00",483 833,"247 111 572,50",114,"108 646 123 695,00"
28/02/2024,ATTIJARIWAFA BANK,ATW,"515,00","514,50","520,00","514,50",61 717,"31 872 611,80",172,"110 689 961 665,50"
27/02/2024,ATTIJARIWAFA BANK,ATW,"514,10","514,50","515,00","514,00",21 922,"11 276 066,30",56,"110 689 961 665,50"
26/02/2024,ATTIJARIWAFA BANK,ATW,"513,30","515,00","515,00","513,20",67 341,"34 636 528,20",86,"110 797 532 085,00"
23/02/2024,ATTIJARIWAFA BANK,ATW,"513,00","514,90","514,90","510,80",50 948,"26 134 445,60",102,"110 776 018 001,10"
22/02/2024,ATTIJARIWAFA BANK,ATW,"513,00","512,00","513,00","511,00",24 707,"12 642 383,70",79,"110 152 109 568,00"
21/02/2024,ATTIJARIWAFA BANK,ATW,"508,00","510,40","514,90","508,00",81 696,"41 661 079,70",198,"109 807 884 225,60"
20/02/2024,ATTIJARIWAFA BANK,ATW,"506,00","507,00","507,00","506,00",22 381,"11 333 020,10",80,"109 076 405 373,00"
19/02/2024,ATTIJARIWAFA BANK,ATW,"505,00","507,00","507,00","505,00",36 297,"18 356 493,70",114,"109 076 405 373,00"
16/02/2024,ATTIJARIWAFA BANK,ATW,"500,20","505,00","505,00","500,20",31 845,"16 030 591,50",100,"108 646 123 695,00"
15/02/2024,ATTIJARIWAFA BANK,ATW,"503,10","503,10","504,90","503,10",13 888,"6 993 050,00",61,"108 237 356 100,90"
14/02/2024,ATTIJARIWAFA BANK,ATW,"504,00","504,30","506,00","504,00",72 690,"36 660 497,50",188,"108 495 525 107,70"
